Date,Discharge,,,,,,,
2023-01-15,356,,,,,,,
2023-01-16,480,,,,,,,
2023-01-17,474,,,,,,,
2023-01-18,486,,,,,,,
2023-01-19,492,,,,,,,
2023-01-20,477,,,,,,,
2023-01-21,359,,,,,,,
2023-01-22,307,,,,,,,
2023-01-23,499,,,,,,,
2023-01-24,486,,,,,,,
2023-01-25,527,,,,,,,
2023-01-26,525,,,,,,,
2023-01-27,510,,,,,,,
2023-01-28,356,,,,,,,
2023-01-29,337,,,,,,,
2023-01-30,476,,,,,,,
2023-01-31,512,,,,,,,
2023-02-01,692,,,,,,,
2023-02-02,883,,,,,,,
2023-02-03,878,,,,,,,
2023-02-04,1110,,,,,,,
2023-02-05,796,,,,,,,
2023-02-06,583,,,,,,,
2023-02-07,588,,,,,,,
2023-02-08,587,,,,,,,
2023-02-09,544,,,,,,,
2023-02-10,557,,,,,,,
2023-02-11,452,,,,,,,
2023-02-12,530,,,,,,,
2023-02-13,123,,,,,,,
2023-02-14,137,,,,,,,
2023-02-15,126,,,,,,,
2023-02-16,144,,,,,,,
2023-02-17,698,,,,,,,
2023-02-18,252,,,,,,,
2023-02-19,251,,,,,,,
2023-02-20,541,,,,,,,
2023-02-21,535,,,,,,,
2023-02-22,409,,,,,,,
2023-02-23,684,,,,,,,
2023-02-24,828,,,,,,,
2023-02-25,1050,,,,,,,
2023-02-26,777,,,,,,,
2023-02-27,478,,,,,,,
2023-02-28,360,,,,,,,
2023-03-01,270,,,,,,,
2023-03-02,276,,,,,,,
2023-03-03,277,,,,,,,
2023-03-04,117,,,,,,,
2023-03-05,118,,,,,,,
2023-03-06,233,,,,,,,
2023-03-07,227,,,,,,,
2023-03-08,363,,,,,,,
2023-03-09,376,,,,,,,
2023-03-10,355,,,,,,,
2023-03-11,118,,,,,,,
2023-03-12,118,,,,,,,
2023-03-13,412,,,,,,,
2023-03-14,351,,,,,,,
2023-03-15,396,,,,,,,
2023-03-16,396,,,,,,,
2023-03-17,213,,,,,,,
2023-03-18,118,,,,,,,
2023-03-19,119,,,,,,,
2023-03-20,370,,,,,,,
2023-03-21,327,,,,,,,
2023-03-22,325,,,,,,,
2023-03-23,290,,,,,,,
2023-03-24,206,,,,,,,
2023-03-25,120,,,,,,,
2023-03-26,121,,,,,,,
2023-03-27,246,,,,,,,
2023-03-28,297,,,,,,,
2023-03-29,335,,,,,,,
2023-03-30,371,,,,,,,
2023-03-31,329,,,,,,,
2023-04-01,120,,,,,,,
2023-04-02,205,,,,,,,
2023-04-03,323,,,,,,,
2023-04-04,334,,,,,,,
2023-04-05,224,,,,,,,
2023-04-06,208,,,,,,,
2023-04-07,208,,,,,,,
2023-04-08,122,,,,,,,
2023-04-09,121,,,,,,,
2023-04-10,121,,,,,,,
2023-04-11,200,,,,,,,
2023-04-12,122,,,,,,,
2023-04-13,121,,,,,,,
2023-04-14,122,,,,,,,
2023-04-15,121,,,,,,,
2023-04-16,122,,,,,,,
2023-04-17,122,,,,,,,
2023-04-18,122,,,,,,,
2023-04-19,124,,,,,,,
2023-04-20,125,,,,,,,
2023-04-21,124,,,,,,,
2023-04-22,124,,,,,,,
2023-04-23,126,,,,,,,
2023-04-24,126,,,,,,,
2023-04-25,127,,,,,,,
2023-04-26,127,,,,,,,
2023-04-27,128,,,,,,,
2023-04-28,127,,,,,,,
2023-04-29,128,,,,,,,
2023-04-30,129,,,,,,,
2023-05-01,434,,,,,,,
2023-05-02,526,,,,,,,
2023-05-03,517,,,,,,,
2023-05-04,480,,,,,,,
2023-05-05,479,,,,,,,
2023-05-06,307,,,,,,,
2023-05-07,306,,,,,,,
2023-05-08,388,,,,,,,
2023-05-09,264,,,,,,,
2023-05-10,247,,,,,,,
2023-05-11,482,,,,,,,
2023-05-12,1140,,,,,,,
2023-05-13,1050,,,,,,,
2023-05-14,334,,,,,,,
2023-05-15,263,,,,,,,
2023-05-16,395,,,,,,,
2023-05-17,345,,,,,,,
2023-05-18,356,,,,,,,
2023-05-19,337,,,,,,,
2023-05-20,263,,,,,,,
2023-05-21,220,,,,,,,
2023-05-22,210,,,,,,,
2023-05-23,295,,,,,,,
2023-05-24,300,,,,,,,
2023-05-25,301,,,,,,,
2023-05-26,220,,,,,,,
2023-05-27,200,,,,,,,
2023-05-28,206,,,,,,,
2023-05-29,221,,,,,,,
2023-05-30,126,,,,,,,
2023-05-31,127,,,,,,,
2023-06-01,126,,,,,,,
2023-06-02,128,,,,,,,
2023-06-03,128,,,,,,,
2023-06-04,221,,,,,,,
2023-06-05,121,,,,,,,
2023-06-06,112,,,,,,,
2023-06-07,111,,,,,,,
2023-06-08,112,,,,,,,
2023-06-09,111,,,,,,,
2023-06-10,204,,,,,,,
2023-06-11,111,,,,,,,
2023-06-12,112,,,,,,,
2023-06-13,113,,,,,,,
2023-06-14,111,,,,,,,
2023-06-15,112,,,,,,,
2023-06-16,111,,,,,,,
2023-06-17,112,,,,,,,
2023-06-18,113,,,,,,,
2023-06-19,112,,,,,,,
2023-06-20,113,,,,,,,
2023-06-21,113,,,,,,,
2023-06-22,114,,,,,,,
2023-06-23,120,,,,,,,
2023-06-24,126,,,,,,,
2023-06-25,126,,,,,,,
2023-06-26,125,,,,,,,
2023-06-27,126,,,,,,,
2023-06-28,124,,,,,,,
2023-06-29,126,,,,,,,
2023-06-30,128,,,,,,,
2023-07-01,109,,,,,,,
2023-07-02,108,,,,,,,
2023-07-03,107,,,,,,,
2023-07-04,156,,,,,,,
2023-07-05,137,,,,,,,
2023-07-06,120,,,,,,,
2023-07-07,124,,,,,,,
2023-07-08,107,,,,,,,
2023-07-09,108,,,,,,,
2023-07-10,491,,,,,,,
2023-07-11,741,,,,,,,
2023-07-12,675,,,,,,,
2023-07-13,427,,,,,,,
2023-07-14,110,,,,,,,
2023-07-15,322,,,,,,,
2023-07-16,502,,,,,,,
2023-07-17,536,,,,,,,
2023-07-18,651,,,,,,,
2023-07-19,560,,,,,,,
2023-07-20,534,,,,,,,
2023-07-21,350,,,,,,,
2023-07-22,155,,,,,,,
2023-07-23,251,,,,,,,
2023-07-24,108,,,,,,,
2023-07-25,262,,,,,,,
2023-07-26,192,,,,,,,
2023-07-27,204,,,,,,,
2023-07-28,585,,,,,,,
2023-07-29,398,,,,,,,
2023-07-30,122,,,,,,,
2023-07-31,122,,,,,,,
2023-08-01,126,,,,,,,
2023-08-02,166,,,,,,,
2023-08-03,119,,,,,,,
2023-08-04,111,,,,,,,
2023-08-05,111,,,,,,,
2023-08-06,112,,,,,,,
2023-08-07,113,,,,,,,
2023-08-08,146,,,,,,,
